"Ngày","Lần cuối","Mở","Cao","Thấp","% Thay đổi"
"01/01/2009","17,483.0","17,480.0","17,483.0","17,480.0","0.00%"
"02/01/2009","17,479.0","17,420.0","17,535.0","17,400.0","-0.02%"
"05/01/2009","17,472.0","17,480.0","17,540.0","17,400.0","-0.04%"
"06/01/2009","17,477.5","17,400.0","17,531.5","17,400.0","0.03%"
"07/01/2009","17,478.5","17,400.0","17,532.5","17,400.0","0.01%"
"08/01/2009","17,472.0","17,460.0","17,577.0","17,410.0","-0.04%"
"09/01/2009","17,476.0","17,472.0","17,536.0","17,420.0","0.02%"
"12/01/2009","17,479.0","17,470.0","17,485.0","17,450.0","0.02%"
"13/01/2009","17,476.0","17,500.0","17,556.0","17,420.0","-0.02%"
"14/01/2009","17,479.0","17,475.0","17,485.0","17,450.0","0.02%"
"15/01/2009","17,480.0","17,475.0","17,481.0","17,450.0","0.01%"
"16/01/2009","17,478.5","17,475.0","17,480.5","17,420.0","-0.01%"
"19/01/2009","17,472.5","17,475.0","17,536.5","17,415.0","-0.03%"
"20/01/2009","17,472.5","17,470.0","17,538.5","17,415.0","0.00%"
"21/01/2009","17,520.0","17,480.0","17,570.0","17,430.0","0.27%"
"22/01/2009","17,472.5","17,475.0","17,539.5","17,415.0","-0.27%"
"23/01/2009","17,477.0","17,480.0","17,486.0","17,420.0","0.03%"
"26/01/2009","17,477.0","17,472.0","17,477.0","17,472.0","0.00%"
"27/01/2009","17,477.0","17,422.0","17,477.0","17,422.0","0.00%"
"28/01/2009","17,477.0","17,422.0","17,477.0","17,422.0","0.00%"
"29/01/2009","17,477.0","17,422.0","17,477.0","17,422.0","0.00%"
"30/01/2009","17,484.5","17,475.0","17,533.5","17,422.0","0.04%"
"02/02/2009","17,484.5","17,480.0","17,536.5","17,434.0","0.00%"
"03/02/2009","17,484.5","17,482.0","17,575.5","17,426.0","0.00%"
"04/02/2009","17,484.5","17,487.0","17,537.5","17,434.0","0.00%"
"05/02/2009","17,484.5","17,487.0","17,538.5","17,434.0","0.00%"
"06/02/2009","17,484.5","17,485.0","17,538.5","17,434.0","0.00%"
"09/02/2009","17,469.0","17,500.0","17,515.0","17,454.0","-0.09%"
"10/02/2009","17,483.0","17,483.0","17,537.0","17,430.0","0.08%"
"11/02/2009","17,485.5","17,485.0","17,536.5","17,435.0","0.01%"
"12/02/2009","17,483.0","17,484.0","17,538.0","17,430.0","-0.01%"
"13/02/2009","17,484.0","17,487.0","17,579.0","17,430.0","0.01%"
"16/02/2009","17,484.0","17,489.0","17,579.0","17,430.0","0.00%"
"17/02/2009","17,487.5","17,470.0","17,540.5","17,435.0","0.02%"
"18/02/2009","17,483.5","17,470.0","17,539.5","17,430.0","-0.02%"
"19/02/2009","17,483.5","17,485.0","17,563.5","17,430.0","0.00%"
"20/02/2009","17,481.5","17,481.0","17,486.5","17,430.0","-0.01%"
"23/02/2009","17,483.5","17,479.0","17,533.5","17,430.0","0.01%"
"24/02/2009","17,479.0","17,475.0","17,530.0","17,428.0","-0.03%"
"25/02/2009","17,481.5","17,480.0","17,532.5","17,430.0","0.01%"
"26/02/2009","17,481.5","17,481.0","17,533.5","17,430.0","0.00%"
"27/02/2009","17,480.5","17,478.0","17,531.5","17,428.0","-0.01%"
"02/03/2009","17,480.5","17,479.0","17,532.5","17,428.0","0.00%"
"03/03/2009","17,480.5","17,428.0","17,530.5","17,428.0","0.00%"
"04/03/2009","17,475.5","17,476.0","17,480.5","17,428.0","-0.03%"
"05/03/2009","17,479.0","17,478.0","17,480.0","17,450.0","0.02%"
"06/03/2009","17,481.0","17,477.0","17,532.0","17,430.0","0.01%"
"09/03/2009","17,481.0","17,479.0","17,531.0","17,430.0","0.00%"
"10/03/2009","17,481.0","17,482.0","17,536.0","17,428.0","0.00%"
"11/03/2009","17,485.0","17,480.0","17,536.0","17,434.0","0.02%"
"12/03/2009","17,485.5","17,484.0","17,535.5","17,432.0","0.00%"
"13/03/2009","17,483.0","17,482.0","17,533.0","17,432.0","-0.01%"
"16/03/2009","17,483.0","17,483.0","17,534.0","17,432.0","0.00%"
"17/03/2009","17,484.0","17,483.0","17,537.0","17,432.0","0.01%"
"18/03/2009","17,484.0","17,483.0","17,536.0","17,432.0","0.00%"
"19/03/2009","17,530.0","17,480.0","17,580.0","17,457.0","0.26%"
"20/03/2009","17,487.5","17,480.0","17,541.5","17,435.0","-0.24%"
"23/03/2009","17,488.0","17,485.0","17,540.0","17,436.0","0.00%"
"24/03/2009","17,695.0","17,450.0","17,805.0","17,450.0","1.18%"
"25/03/2009","17,758.5","17,700.0","17,925.5","17,640.0","0.36%"
"26/03/2009","17,812.5","17,750.0","17,882.5","17,700.0","0.30%"
"27/03/2009","17,789.5","17,780.0","17,879.5","17,700.0","-0.13%"
"30/03/2009","17,784.5","17,700.0","17,885.5","17,700.0","-0.03%"
"31/03/2009","17,786.0","17,740.0","17,863.0","17,700.0","0.01%"
"01/04/2009","17,755.0","17,770.0","17,860.0","17,680.0","-0.17%"
"02/04/2009","17,770.0","17,700.0","17,805.0","17,650.0","0.08%"
"03/04/2009","17,779.0","17,770.0","17,792.0","17,700.0","0.05%"
"06/04/2009","17,764.0","17,740.0","17,764.0","17,740.0","-0.08%"
"07/04/2009","17,750.0","17,760.0","17,825.0","17,710.0","-0.08%"
"08/04/2009","17,784.0","17,780.0","17,785.0","17,720.0","0.19%"
"09/04/2009","17,775.0","17,784.0","17,859.0","17,700.0","-0.05%"
"10/04/2009","17,773.0","17,770.0","17,795.0","17,730.0","-0.01%"
"13/04/2009","17,780.0","17,783.0","17,833.0","17,730.0","0.04%"
"14/04/2009","17,762.5","17,730.0","17,853.5","17,690.0","-0.10%"
"15/04/2009","17,820.0","17,730.0","17,834.0","17,690.0","0.32%"
"16/04/2009","17,783.0","17,750.0","17,787.0","17,740.0","-0.21%"
"17/04/2009","17,782.5","17,785.0","17,787.5","17,760.0","-0.00%"
"20/04/2009","17,850.0","17,785.0","17,850.0","17,760.0","0.38%"
"21/04/2009","17,785.5","17,785.0","17,785.5","17,700.0","-0.36%"
"22/04/2009","17,775.0","17,780.0","17,857.0","17,700.0","-0.06%"
"23/04/2009","17,825.0","17,780.0","17,832.0","17,750.0","0.28%"
"24/04/2009","17,773.0","17,780.0","17,793.0","17,750.0","-0.29%"
"27/04/2009","17,776.0","17,761.0","17,785.0","17,750.0","0.02%"
"28/04/2009","17,773.0","17,780.0","17,795.0","17,750.0","-0.02%"
"29/04/2009","17,783.0","17,763.0","17,783.0","17,750.0","0.06%"
"30/04/2009","17,783.0","17,782.0","17,783.0","17,782.0","0.00%"
"01/05/2009","17,781.5","17,780.0","17,781.5","17,780.0","-0.01%"
"04/05/2009","17,784.0","17,780.0","17,786.0","17,750.0","0.01%"
"05/05/2009","17,780.0","17,780.0","17,789.0","17,750.0","-0.02%"
"06/05/2009","17,784.0","17,780.0","17,790.0","17,750.0","0.02%"
"07/05/2009","17,773.0","17,780.0","17,798.0","17,750.0","-0.06%"
"08/05/2009","17,775.0","17,780.0","17,793.0","17,750.0","0.01%"
"11/05/2009","17,785.5","17,780.0","17,785.5","17,750.0","0.06%"
"12/05/2009","17,777.0","17,764.0","17,790.0","17,750.0","-0.05%"
"13/05/2009","17,773.0","17,765.0","17,796.0","17,750.0","-0.02%"
"14/05/2009","17,768.5","17,767.0","17,803.5","17,750.0","-0.03%"
"15/05/2009","17,783.0","17,764.0","17,783.0","17,750.0","0.08%"
"18/05/2009","17,782.5","17,780.0","17,785.5","17,750.0","-0.00%"
"19/05/2009","17,781.5","17,763.0","17,782.5","17,750.0","-0.01%"
"20/05/2009","17,783.0","17,780.0","17,783.0","17,764.0","0.01%"
"21/05/2009","17,781.0","17,780.0","17,781.0","17,760.0","-0.01%"
"22/05/2009","17,782.0","17,781.0","17,782.0","17,760.0","0.01%"
"25/05/2009","17,783.5","17,782.0","17,783.5","17,760.0","0.01%"
"26/05/2009","17,781.0","17,762.0","17,781.0","17,760.0","-0.01%"
"27/05/2009","17,773.0","17,781.0","17,792.0","17,760.0","-0.04%"
"28/05/2009","17,783.0","17,784.0","17,787.0","17,770.0","0.06%"
"29/05/2009","17,775.0","17,783.0","17,794.0","17,760.0","-0.04%"
"01/06/2009","17,778.5","17,785.0","17,793.5","17,770.0","0.02%"
"02/06/2009","17,773.0","17,784.0","17,798.0","17,760.0","-0.03%"
"03/06/2009","17,773.0","17,786.0","17,800.0","17,760.0","0.00%"
"04/06/2009","17,779.0","17,787.0","17,797.0","17,760.0","0.03%"
"05/06/2009","17,790.5","17,786.0","17,790.5","17,770.0","0.06%"
"08/06/2009","17,789.0","17,788.0","17,789.0","17,770.0","-0.01%"
"09/06/2009","17,791.0","17,790.0","17,792.0","17,760.0","0.01%"
"10/06/2009","17,787.5","17,791.0","17,797.5","17,770.0","-0.02%"
"11/06/2009","17,790.0","17,793.0","17,798.0","17,760.0","0.01%"
"12/06/2009","17,793.5","17,792.0","17,793.5","17,760.0","0.02%"
"15/06/2009","17,795.0","17,794.0","17,796.0","17,770.0","0.01%"
"16/06/2009","17,795.0","17,796.0","17,798.0","17,770.0","0.00%"
"17/06/2009","17,773.0","17,798.0","17,811.0","17,760.0","-0.12%"
"18/06/2009","17,794.0","17,797.0","17,803.0","17,760.0","0.12%"
"19/06/2009","17,800.5","17,799.0","17,800.5","17,760.0","0.04%"
"22/06/2009","17,773.0","17,798.0","17,812.0","17,760.0","-0.15%"
"23/06/2009","17,773.0","17,800.0","17,814.0","17,760.0","0.00%"
"24/06/2009","17,773.0","17,799.0","17,813.0","17,760.0","0.00%"
"25/06/2009","17,801.5","17,801.0","17,803.5","17,760.0","0.16%"
"26/06/2009","17,801.5","17,800.0","17,801.5","17,760.0","0.00%"
"29/06/2009","17,802.0","17,803.0","17,805.0","17,760.0","0.00%"
"30/06/2009","17,773.0","17,800.0","17,813.0","17,760.0","-0.16%"
"01/07/2009","17,801.0","17,800.0","17,802.0","17,760.0","0.16%"
"02/07/2009","17,799.0","17,790.0","17,801.0","17,770.0","-0.01%"
"03/07/2009","17,795.5","17,800.0","17,805.5","17,775.0","-0.02%"
"06/07/2009","17,802.0","17,801.0","17,803.0","17,775.0","0.04%"
"07/07/2009","17,803.5","17,803.0","17,803.5","17,760.0","0.01%"
"08/07/2009","17,802.5","17,803.0","17,806.5","17,760.0","-0.01%"
"09/07/2009","17,802.5","17,802.0","17,803.5","17,775.0","0.00%"
"10/07/2009","17,805.5","17,804.0","17,805.5","17,760.0","0.02%"
"13/07/2009","17,773.0","17,804.0","17,817.0","17,760.0","-0.18%"
"14/07/2009","17,801.0","17,805.0","17,807.0","17,760.0","0.16%"
"15/07/2009","17,805.5","17,806.0","17,809.5","17,760.0","0.03%"
"16/07/2009","17,804.5","17,804.0","17,806.5","17,775.0","-0.01%"
"17/07/2009","17,808.5","17,807.0","17,808.5","17,760.0","0.02%"
"20/07/2009","17,805.0","17,808.0","17,814.0","17,760.0","-0.02%"
"21/07/2009","17,808.5","17,810.0","17,814.5","17,760.0","0.02%"
"22/07/2009","17,808.5","17,810.0","17,812.5","17,775.0","0.00%"
"23/07/2009","17,808.0","17,811.0","17,817.0","17,760.0","-0.00%"
"24/07/2009","17,811.5","17,811.0","17,811.5","17,800.0","0.02%"
"27/07/2009","17,814.5","17,814.0","17,814.5","17,800.0","0.02%"
"28/07/2009","17,816.5","17,816.0","17,816.5","17,806.0","0.01%"
"29/07/2009","17,815.5","17,811.0","17,815.5","17,806.0","-0.01%"
"30/07/2009","17,816.5","17,816.0","17,819.5","17,806.0","0.01%"
"31/07/2009","17,813.5","17,810.0","17,815.5","17,760.0","-0.02%"
"03/08/2009","17,811.0","17,814.0","17,819.0","17,805.0","-0.01%"
"04/08/2009","17,813.5","17,810.0","17,813.5","17,804.0","0.01%"
"05/08/2009","17,809.5","17,814.0","17,819.5","17,804.0","-0.02%"
"06/08/2009","17,808.0","17,802.0","17,817.0","17,760.0","-0.01%"
"07/08/2009","17,813.0","17,812.0","17,818.0","17,804.0","0.03%"
"10/08/2009","17,807.0","17,810.0","17,815.0","17,792.0","-0.03%"
"11/08/2009","17,811.5","17,812.0","17,818.5","17,803.0","0.03%"
"12/08/2009","17,811.0","17,810.0","17,811.0","17,802.0","-0.00%"
"13/08/2009","17,818.0","17,810.0","17,818.0","17,802.0","0.04%"
"14/08/2009","17,812.5","17,811.0","17,813.5","17,803.0","-0.03%"
"17/08/2009","17,813.5","17,804.0","17,817.5","17,760.0","0.01%"
"18/08/2009","17,814.0","17,806.0","17,817.0","17,806.0","0.00%"
"19/08/2009","17,812.0","17,807.0","17,820.0","17,806.0","-0.01%"
"20/08/2009","17,813.5","17,805.0","17,815.5","17,805.0","0.01%"
"21/08/2009","17,814.0","17,806.0","17,816.0","17,806.0","0.00%"
"24/08/2009","17,818.0","17,809.0","17,818.0","17,806.0","0.02%"
"25/08/2009","17,818.5","17,811.0","17,821.5","17,806.0","0.00%"
"26/08/2009","17,815.0","17,810.0","17,824.0","17,810.0","-0.02%"
"27/08/2009","17,821.5","17,812.0","17,821.5","17,810.0","0.04%"
"28/08/2009","17,815.5","17,811.0","17,825.5","17,810.0","-0.03%"
"31/08/2009","17,819.0","17,813.0","17,826.0","17,806.0","0.02%"
"01/09/2009","17,820.0","17,815.0","17,829.0","17,806.0","0.01%"
"02/09/2009","17,820.0","17,815.0","17,820.0","17,815.0","0.00%"
"03/09/2009","17,821.0","17,821.0","17,830.0","17,806.0","0.01%"
"04/09/2009","17,821.5","17,814.0","17,825.5","17,806.0","0.00%"
"07/09/2009","17,820.0","17,815.0","17,829.0","17,806.0","-0.01%"
"08/09/2009","17,826.5","17,817.0","17,826.5","17,815.0","0.04%"
"09/09/2009","17,829.5","17,820.0","17,829.5","17,820.0","0.02%"
"10/09/2009","17,829.5","17,822.0","17,833.5","17,820.0","0.00%"
"11/09/2009","17,825.5","17,821.0","17,835.5","17,820.0","-0.02%"
"14/09/2009","17,832.5","17,823.0","17,832.5","17,820.0","0.04%"
"15/09/2009","17,834.0","17,830.0","17,834.0","17,820.0","0.01%"
"16/09/2009","17,832.5","17,826.0","17,834.5","17,820.0","-0.01%"
"17/09/2009","17,829.0","17,824.0","17,838.0","17,820.0","-0.02%"
"18/09/2009","17,834.0","17,825.0","17,835.0","17,820.0","0.03%"
"21/09/2009","17,832.0","17,832.0","17,840.0","17,820.0","-0.01%"
"22/09/2009","17,839.0","17,830.0","17,840.0","17,820.0","0.04%"
"23/09/2009","17,829.0","17,828.0","17,846.0","17,820.0","-0.06%"
"24/09/2009","17,838.5","17,831.0","17,842.5","17,820.0","0.05%"
"25/09/2009","17,837.0","17,832.0","17,845.0","17,820.0","-0.01%"
"28/09/2009","17,842.0","17,834.0","17,844.0","17,834.0","0.03%"
"29/09/2009","17,841.5","17,833.0","17,842.5","17,833.0","-0.00%"
"30/09/2009","17,840.5","17,831.0","17,840.5","17,831.0","-0.01%"
"01/10/2009","17,837.0","17,832.0","17,845.0","17,832.0","-0.02%"
"02/10/2009","17,839.0","17,834.0","17,848.0","17,834.0","0.01%"
"05/10/2009","17,844.5","17,835.0","17,844.5","17,835.0","0.03%"
"06/10/2009","17,842.0","17,842.0","17,851.0","17,835.0","-0.01%"
"07/10/2009","17,843.5","17,836.0","17,847.5","17,835.0","0.01%"
"08/10/2009","17,847.0","17,838.0","17,847.0","17,835.0","0.02%"
"09/10/2009","17,844.0","17,844.0","17,853.0","17,835.0","-0.02%"
"12/10/2009","17,850.5","17,841.0","17,850.5","17,835.0","0.04%"
"13/10/2009","17,846.5","17,848.0","17,858.5","17,840.0","-0.02%"
"14/10/2009","17,895.0","17,847.0","17,930.0","17,815.0","0.27%"
"15/10/2009","17,900.0","17,844.0","17,953.0","17,800.0","0.03%"
"16/10/2009","17,900.0","17,843.0","17,952.0","17,800.0","0.00%"
"19/10/2009","17,905.0","17,842.0","17,951.0","17,800.0","0.03%"
"20/10/2009","17,905.0","17,844.0","17,953.0","17,805.0","0.00%"
"21/10/2009","17,905.0","17,845.0","17,954.0","17,805.0","0.00%"
"22/10/2009","17,930.0","17,847.0","17,961.0","17,825.0","0.14%"
"23/10/2009","17,915.0","17,851.0","17,955.0","17,815.0","-0.08%"
"26/10/2009","17,925.0","17,850.0","17,954.0","17,815.0","0.06%"
"27/10/2009","17,935.0","17,848.0","17,956.0","17,825.0","0.06%"
"28/10/2009","17,940.0","17,847.0","17,957.0","17,835.0","0.03%"
"29/10/2009","17,940.0","17,849.0","17,957.0","17,840.0","0.00%"
"30/10/2009","17,940.0","17,852.0","17,961.0","17,835.0","0.00%"
"02/11/2009","17,890.0","17,851.0","17,910.0","17,835.0","-0.28%"
"03/11/2009","17,891.0","17,853.0","17,912.0","17,840.0","0.01%"
"04/11/2009","17,885.0","17,855.0","17,913.0","17,835.0","-0.03%"
"05/11/2009","17,875.0","17,854.0","17,912.0","17,825.0","-0.06%"
"06/11/2009","17,870.0","17,857.0","17,916.0","17,820.0","-0.03%"
"09/11/2009","17,866.5","17,859.0","17,870.5","17,850.0","-0.02%"
"10/11/2009","17,905.0","17,825.0","17,951.0","17,820.0","0.22%"
"11/11/2009","17,865.0","17,865.0","17,873.0","17,850.0","-0.22%"
"12/11/2009","17,905.0","17,868.0","17,956.0","17,820.0","0.22%"
"13/11/2009","17,869.5","17,867.0","17,873.5","17,850.0","-0.20%"
"16/11/2009","17,871.5","17,869.0","17,875.5","17,850.0","0.01%"
"17/11/2009","17,868.0","17,868.0","17,876.0","17,850.0","-0.02%"
"18/11/2009","17,925.0","17,865.0","17,974.0","17,825.0","0.32%"
"19/11/2009","17,872.5","17,872.0","17,875.5","17,850.0","-0.29%"
"20/11/2009","17,920.0","17,870.0","17,975.0","17,820.0","0.27%"
"23/11/2009","17,875.5","17,873.0","17,879.5","17,850.0","-0.25%"
"24/11/2009","17,905.0","17,877.0","17,980.0","17,805.0","0.17%"
"25/11/2009","17,841.0","17,881.0","17,926.0","17,685.0","-0.36%"
"26/11/2009","18,487.5","18,485.0","18,497.5","17,805.0","3.62%"
"27/11/2009","18,391.0","18,487.0","18,597.0","17,600.0","-0.52%"
"30/11/2009","18,385.0","19,000.0","19,110.0","18,000.0","-0.03%"
"01/12/2009","19,200.0","19,000.0","19,250.0","18,000.0","4.43%"
"02/12/2009","18,381.0","18,476.0","18,592.0","18,276.0","-4.27%"
"03/12/2009","18,382.0","19,150.0","19,251.0","18,281.0","0.01%"
"04/12/2009","18,380.5","18,471.0","18,580.5","18,280.0","-0.01%"
"07/12/2009","18,374.0","18,469.0","18,579.0","18,269.0","-0.04%"
"08/12/2009","18,850.0","18,600.0","18,850.0","18,450.0","2.59%"
"09/12/2009","18,750.0","18,700.0","18,800.0","18,268.0","-0.53%"
"10/12/2009","18,374.0","18,469.0","18,855.0","18,269.0","-2.01%"
"11/12/2009","18,376.5","18,700.0","18,802.5","18,274.0","0.01%"
"14/12/2009","18,374.0","18,469.0","18,805.0","18,269.0","-0.01%"
"15/12/2009","18,374.0","18,700.0","18,805.0","18,269.0","0.00%"
"16/12/2009","18,364.5","18,475.0","18,589.5","18,250.0","-0.05%"
"17/12/2009","18,464.5","18,469.0","18,489.5","18,450.0","0.54%"
"18/12/2009","18,476.5","18,469.0","18,477.5","18,450.0","0.06%"
"21/12/2009","18,475.0","18,474.0","18,479.0","18,450.0","-0.01%"
"22/12/2009","18,474.5","18,469.0","18,481.5","18,450.0","-0.00%"
"23/12/2009","18,475.0","18,474.0","18,479.0","18,450.0","0.00%"
"24/12/2009","18,475.0","18,475.0","18,479.0","18,450.0","0.00%"
"25/12/2009","18,472.0","18,464.0","18,484.0","18,464.0","-0.02%"
"28/12/2009","18,474.0","18,469.0","18,482.0","18,450.0","0.01%"
"29/12/2009","18,474.0","18,469.0","18,479.0","18,450.0","0.00%"
"30/12/2009","18,474.0","18,475.0","18,482.0","18,450.0","0.00%"
"31/12/2009","18,474.0","18,469.0","18,482.0","18,450.0","0.00%"
"01/01/2010","18,474.0","18,469.0","18,474.0","18,469.0","0.00%"
"04/01/2010","18,474.0","18,469.0","18,479.0","18,450.0","0.00%"
"05/01/2010","18,474.0","18,474.0","18,482.0","18,450.0","0.00%"
"06/01/2010","18,474.0","18,469.0","18,482.0","18,469.0","0.00%"
"07/01/2010","18,476.5","18,469.0","18,477.5","18,450.0","0.01%"
"08/01/2010","18,474.0","18,469.0","18,479.0","18,450.0","-0.01%"
"11/01/2010","18,474.0","18,474.0","18,479.0","18,450.0","0.00%"
"12/01/2010","18,474.0","18,469.0","18,479.0","18,450.0","0.00%"
"13/01/2010","18,474.0","18,474.0","18,479.0","18,450.0","0.00%"
"14/01/2010","18,474.0","18,474.0","18,480.0","18,450.0","0.00%"
"15/01/2010","18,469.5","18,474.0","18,483.5","18,450.0","-0.02%"
"18/01/2010","18,474.0","18,469.0","18,480.0","18,450.0","0.02%"
"19/01/2010","18,474.0","18,469.0","18,479.0","17,835.0","0.00%"
"20/01/2010","18,476.5","18,469.0","18,477.5","18,450.0","0.01%"
"21/01/2010","18,474.0","18,469.0","18,479.0","18,450.0","-0.01%"
"22/01/2010","18,474.0","18,469.0","18,479.0","18,450.0","0.00%"
"25/01/2010","18,474.0","18,469.0","18,479.0","18,450.0","0.00%"
"26/01/2010","18,474.0","18,469.0","18,479.0","18,450.0","0.00%"
"27/01/2010","18,474.0","18,469.0","18,479.0","18,460.0","0.00%"
"28/01/2010","18,469.5","18,469.0","18,483.5","18,460.0","-0.02%"
"29/01/2010","18,474.0","18,469.0","18,480.0","18,465.0","0.02%"
"01/02/2010","18,474.0","18,474.0","18,479.0","18,460.0","0.00%"
"02/02/2010","18,474.5","18,469.0","18,478.5","18,465.0","0.00%"
"03/02/2010","18,474.0","18,469.0","18,479.0","18,459.0","-0.00%"
"04/02/2010","18,474.0","18,474.0","18,479.0","18,459.0","0.00%"
"05/02/2010","18,474.0","18,469.0","18,480.0","18,459.0","0.00%"
"08/02/2010","18,474.0","18,469.0","18,482.0","18,465.0","0.00%"
"09/02/2010","18,474.0","18,475.0","18,480.0","18,460.0","0.00%"
"10/02/2010","18,474.0","18,469.0","18,482.0","18,465.0","0.00%"
"11/02/2010","18,855.0","18,469.0","18,855.0","18,469.0","2.06%"
"12/02/2010","18,900.0","18,700.0","19,200.0","18,550.0","0.24%"
"15/02/2010","18,900.0","18,700.0","18,900.0","18,700.0","0.00%"
"16/02/2010","18,900.0","18,700.0","18,900.0","18,700.0","0.00%"
"17/02/2010","18,750.0","18,750.0","18,950.0","18,550.0","-0.79%"
"18/02/2010","18,750.0","18,750.0","18,950.0","18,550.0","0.00%"
"19/02/2010","18,850.0","18,700.0","19,250.0","18,500.0","0.53%"
"22/02/2010","18,925.0","18,750.0","19,265.0","18,550.0","0.40%"
"23/02/2010","18,865.0","19,000.0","19,325.0","18,459.0","-0.32%"
"24/02/2010","18,950.0","19,030.0","19,280.0","18,650.0","0.45%"
"25/02/2010","18,875.0","19,070.0","19,305.0","18,459.0","-0.40%"
"26/02/2010","19,050.0","19,070.0","19,330.0","18,650.0","0.93%"
"01/03/2010","18,850.0","19,080.0","19,340.0","18,600.0","-1.05%"
"02/03/2010","18,850.0","19,000.0","19,340.0","18,600.0","0.00%"
"03/03/2010","18,895.0","19,080.0","19,295.0","18,690.0","0.24%"
"04/03/2010","18,890.0","19,080.0","19,300.0","18,680.0","-0.03%"
"05/03/2010","18,890.0","19,080.0","19,300.0","18,680.0","0.00%"
"08/03/2010","18,890.0","19,050.0","19,300.0","18,680.0","0.00%"
"09/03/2010","18,880.0","19,050.0","19,310.0","18,660.0","-0.05%"
"10/03/2010","18,890.0","19,075.0","19,300.0","18,680.0","0.05%"
"11/03/2010","18,895.0","19,080.0","19,295.0","18,690.0","0.03%"
"12/03/2010","18,895.0","19,090.0","19,295.0","18,690.0","0.00%"
"15/03/2010","18,890.0","19,075.0","19,300.0","18,680.0","-0.03%"
"16/03/2010","18,890.0","19,090.0","19,300.0","18,680.0","0.00%"
"17/03/2010","18,880.0","19,090.0","19,310.0","18,660.0","-0.05%"
"18/03/2010","18,892.5","19,080.0","19,297.5","18,685.0","0.07%"
"19/03/2010","18,890.0","19,080.0","19,300.0","18,680.0","-0.01%"
"22/03/2010","18,890.0","19,060.0","19,410.0","18,680.0","0.00%"
"23/03/2010","18,885.0","19,070.0","19,305.0","18,670.0","-0.03%"
"24/03/2010","18,885.0","19,070.0","19,305.0","18,670.0","0.00%"
"25/03/2010","19,090.0","19,075.0","19,100.0","18,600.0","1.09%"
"26/03/2010","19,085.0","19,070.0","19,105.0","18,800.0","-0.03%"
"29/03/2010","19,085.0","19,070.0","19,105.0","18,800.0","0.00%"
"30/03/2010","19,100.0","19,070.0","19,190.0","18,800.0","0.08%"
"31/03/2010","19,090.0","19,070.0","19,100.0","18,800.0","-0.05%"
"01/04/2010","19,100.0","19,000.0","19,190.0","18,800.0","0.05%"
"02/04/2010","19,080.0","19,080.0","19,110.0","18,800.0","-0.10%"
"05/04/2010","19,090.0","19,050.0","19,100.0","18,800.0","0.05%"
"06/04/2010","19,050.0","19,000.0","19,180.0","18,800.0","-0.21%"
"07/04/2010","19,055.0","19,020.0","19,115.0","18,900.0","0.03%"
"08/04/2010","19,050.0","18,950.0","19,120.0","18,900.0","-0.03%"
"09/04/2010","19,050.0","19,020.0","19,120.0","18,900.0","0.00%"
"12/04/2010","19,045.0","19,020.0","19,115.0","18,900.0","-0.03%"
"13/04/2010","19,015.0","19,020.0","19,125.0","18,900.0","-0.16%"
"14/04/2010","19,005.0","19,000.0","19,045.0","18,890.0","-0.05%"
"15/04/2010","18,987.5","18,950.0","19,107.5","18,900.0","-0.09%"
"16/04/2010","18,975.0","18,950.0","19,025.0","18,850.0","-0.07%"
"19/04/2010","18,995.0","18,950.0","19,005.0","18,800.0","0.11%"
"20/04/2010","18,980.0","18,965.0","18,995.0","18,820.0","-0.08%"
"21/04/2010","18,975.0","18,975.0","19,000.0","18,820.0","-0.03%"
"22/04/2010","18,970.0","18,950.0","18,990.0","18,800.0","-0.03%"
"23/04/2010","18,980.0","18,950.0","19,050.0","18,880.0","0.05%"
"26/04/2010","18,975.0","18,970.0","18,995.0","18,850.0","-0.03%"
"27/04/2010","18,980.0","18,960.0","19,070.0","18,800.0","0.03%"
"28/04/2010","18,965.0","18,880.0","18,995.0","18,850.0","-0.08%"
"29/04/2010","18,977.5","18,875.0","18,997.5","18,860.0","0.07%"
"30/04/2010","18,975.0","18,875.0","18,975.0","18,875.0","-0.01%"
"03/05/2010","18,975.0","18,940.0","19,040.0","18,875.0","0.00%"
"04/05/2010","18,990.0","18,940.0","19,020.0","18,920.0","0.08%"
"05/05/2010","18,975.0","18,950.0","18,995.0","18,920.0","-0.08%"
"06/05/2010","18,980.0","18,950.0","18,990.0","18,800.0","0.03%"
"07/05/2010","19,000.0","18,955.0","19,050.0","18,800.0","0.11%"
"10/05/2010","19,025.0","18,825.0","19,055.0","18,800.0","0.13%"
"11/05/2010","19,010.0","19,000.0","19,060.0","18,800.0","-0.08%"
"12/05/2010","19,020.0","18,920.0","19,120.0","18,800.0","0.05%"
"13/05/2010","18,990.0","19,000.0","19,070.0","18,800.0","-0.16%"
"14/05/2010","19,025.0","18,980.0","19,045.0","18,800.0","0.18%"
"17/05/2010","19,015.0","18,970.0","19,035.0","18,850.0","-0.05%"
"18/05/2010","19,010.0","18,970.0","19,050.0","18,900.0","-0.03%"
"19/05/2010","18,995.0","18,980.0","19,025.0","18,920.0","-0.08%"
"20/05/2010","18,985.0","18,970.0","19,015.0","18,920.0","-0.05%"
"21/05/2010","18,995.0","18,980.0","19,015.0","18,920.0","0.05%"
"24/05/2010","18,990.0","18,900.0","19,005.0","18,900.0","-0.03%"
