"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"31/05/2022","1,848.40","1,856.50","1,867.90","1,837.60","201.80K","-0.38%"
"30/05/2022","1,855.40","1,847.79","1,862.10","1,846.54","-","0.42%"
"29/05/2022","1,847.65","1,850.55","1,851.76","1,845.90","-","-0.52%"
"27/05/2022","1,857.30","1,855.10","1,866.90","1,851.90","123.76K","0.18%"
"26/05/2022","1,853.90","1,857.90","1,859.00","1,842.50","92.09K","0.08%"
"25/05/2022","1,852.50","1,871.20","1,872.70","1,845.00","99.60K","-1.01%"
"24/05/2022","1,871.40","1,858.60","1,875.00","1,853.90","76.58K","0.94%"
"23/05/2022","1,853.90","1,850.90","1,870.40","1,849.70","62.66K","0.30%"
"20/05/2022","1,848.40","1,847.40","1,854.00","1,837.30","42.70K","0.03%"
"19/05/2022","1,847.80","1,821.30","1,854.50","1,814.90","38.86K","1.39%"
"18/05/2022","1,822.40","1,820.20","1,829.30","1,811.70","40.54K","-0.16%"
"17/05/2022","1,825.40","1,831.70","1,840.90","1,817.80","27.00K","0.27%"
"16/05/2022","1,820.40","1,816.00","1,832.40","1,792.00","27.77K","0.31%"
"13/05/2022","1,814.80","1,828.10","1,834.20","1,804.00","21.40K","-0.92%"
"12/05/2022","1,831.60","1,858.80","1,865.80","1,827.20","71.42K","-1.58%"
"11/05/2022","1,861.00","1,844.90","1,864.50","1,838.00","60.05K","0.68%"
"10/05/2022","1,848.40","1,860.30","1,871.60","1,841.90","90.25K","-0.94%"
"09/05/2022","1,865.90","1,890.90","1,891.80","1,858.60","71.72K","-1.29%"
"06/05/2022","1,890.20","1,884.50","1,900.80","1,872.40","52.58K","0.38%"
"05/05/2022","1,883.00","1,891.30","1,917.60","1,879.60","28.69K","0.36%"
"04/05/2022","1,876.20","1,876.10","1,898.80","1,868.80","29.35K","-0.09%"
"03/05/2022","1,877.80","1,870.40","1,885.00","1,856.70","24.90K","0.38%"
"02/05/2022","1,870.60","1,903.10","1,907.40","1,860.80","9.78K","-2.50%"
"29/04/2022","1,918.60","1,902.50","1,928.20","1,900.60","7.74K","1.07%"
"28/04/2022","1,898.30","1,893.00","1,904.30","1,877.80","6.72K","0.14%"
"27/04/2022","1,895.60","1,914.00","1,914.80","1,888.80","5.84K","-0.81%"
"26/04/2022","1,911.10","1,907.30","1,918.70","1,904.20","8.90K","0.43%"
"25/04/2022","1,903.00","1,937.40","1,942.60","1,898.80","17.15K","-1.98%"
"22/04/2022","1,941.40","1,960.00","1,964.50","1,935.00","12.26K","-0.70%"
"21/04/2022","1,955.00","1,964.20","1,966.20","1,944.80","11.80K","-0.37%"
"20/04/2022","1,962.30","1,959.00","1,967.30","1,947.80","5.75K","-0.18%"
"19/04/2022","1,965.80","1,987.80","1,991.60","1,952.80","5.38K","-1.38%"
"18/04/2022","1,993.30","1,983.10","2,009.50","1,981.80","1.60K","0.59%"
"14/04/2022","1,981.60","1,988.70","1,990.60","1,969.60","3.13K","-0.50%"
"13/04/2022","1,991.50","1,976.60","1,992.20","1,974.00","9.41K","0.43%"
"12/04/2022","1,983.00","1,965.00","1,989.10","1,960.40","9.08K","1.43%"
"11/04/2022","1,955.00","1,957.10","1,981.20","1,949.90","5.74K","0.14%"
"08/04/2022","1,952.20","1,941.40","1,958.30","1,937.70","6.83K","0.41%"
"07/04/2022","1,944.20","1,932.90","1,948.00","1,930.00","6.75K","0.77%"
"06/04/2022","1,929.30","1,933.40","1,942.20","1,922.30","3.99K","-0.22%"
"05/04/2022","1,933.50","1,941.50","1,954.40","1,927.20","4.70K","-0.32%"
"04/04/2022","1,939.70","1,933.50","1,946.10","1,924.00","2.95K","0.54%"
"01/04/2022","1,929.20","1,947.90","1,949.50","1,927.10","2.17K","-1.55%"
"31/03/2022","1,959.50","1,942.50","1,960.40","1,928.60","7.31K","0.79%"
"30/03/2022","1,944.10","1,930.00","1,948.30","1,925.40","3.76K","1.10%"
"29/03/2022","1,923.00","1,932.00","1,937.50","1,899.00","5.62K","-1.38%"
"28/03/2022","1,949.90","1,967.80","1,968.30","1,926.00","2.93K","-0.76%"
"25/03/2022","1,964.90","1,972.30","1,974.00","1,953.50","4.32K","-0.39%"
"24/03/2022","1,972.60","1,953.20","1,977.20","1,948.40","2.98K","1.31%"
"23/03/2022","1,947.10","1,930.30","1,958.00","1,925.90","3.80K","0.82%"
"22/03/2022","1,931.20","1,945.20","1,948.50","1,920.00","3.87K","-0.40%"
"21/03/2022","1,939.00","1,931.00","1,951.20","1,926.40","3.10K","0.06%"
"18/03/2022","1,937.90","1,950.70","1,950.80","1,926.80","3.62K","-0.73%"
"17/03/2022","1,952.10","1,934.50","1,959.20","1,933.90","2.27K","1.76%"
"16/03/2022","1,918.30","1,928.80","1,938.30","1,905.00","3.84K","-1.04%"
"15/03/2022","1,938.50","1,964.60","1,964.60","1,918.00","2.98K","-1.56%"
"14/03/2022","1,969.30","1,992.00","1,995.00","1,960.80","0.92K","-1.19%"
"11/03/2022","1,993.10","2,010.40","2,010.40","1,968.80","5.68K","-0.75%"
"10/03/2022","2,008.20","2,002.50","2,021.00","1,982.30","2.66K","0.67%"
"09/03/2022","1,994.90","2,057.80","2,072.10","1,988.00","3.11K","-2.68%"
"08/03/2022","2,049.90","2,008.30","2,085.20","1,998.60","3.54K","2.36%"
"07/03/2022","2,002.60","1,985.00","2,013.40","1,973.60","7.71K","1.47%"
"04/03/2022","1,973.60","1,944.90","1,981.10","1,938.60","1.63K","1.58%"
"03/03/2022","1,942.90","1,938.00","1,951.20","1,930.20","2.19K","0.72%"
"02/03/2022","1,929.00","1,944.60","1,957.80","1,923.90","3.25K","-1.10%"
"01/03/2022","1,950.40","1,915.50","1,955.60","1,910.20","1.46K","2.25%"
"28/02/2022","1,907.40","1,910.10","1,941.60","1,899.20","1.36K","0.70%"
"25/02/2022","1,894.20","1,913.80","1,931.40","1,891.50","2.41K","-2.01%"
"24/02/2022","1,933.00","1,921.20","1,981.00","1,885.60","3.91K","0.80%"
"23/02/2022","1,917.70","1,908.80","1,920.00","1,898.90","2.20K","0.16%"
"22/02/2022","1,914.70","1,911.20","1,923.90","1,899.00","2.34K","0.14%"
"21/02/2022","1,912.05","1,907.80","1,918.30","1,889.70","-","0.21%"
"20/02/2022","1,908.00","1,900.80","1,909.35","1,900.80","-","0.05%"
"18/02/2022","1,907.10","1,909.00","1,912.00","1,895.40","1.01K","-0.12%"
"17/02/2022","1,909.30","1,878.50","1,909.90","1,878.50","1.41K","1.62%"
"16/02/2022","1,878.90","1,863.00","1,880.90","1,860.00","1.82K","0.82%"
"15/02/2022","1,863.70","1,880.60","1,888.80","1,853.70","2.06K","-0.71%"
"14/02/2022","1,877.10","1,869.20","1,884.00","1,861.20","3.08K","1.47%"
"11/02/2022","1,849.90","1,834.50","1,873.20","1,830.00","3.28K","0.28%"
"10/02/2022","1,844.80","1,840.20","1,849.70","1,829.60","3.72K","0.08%"
"09/02/2022","1,843.30","1,832.90","1,843.40","1,832.60","1.89K","0.48%"
"08/02/2022","1,834.50","1,828.60","1,836.40","1,824.50","4.51K","0.36%"
"07/02/2022","1,827.90","1,816.00","1,830.30","1,815.20","2.48K","0.77%"
"04/02/2022","1,814.00","1,813.70","1,821.50","1,798.30","3.72K","0.22%"
"03/02/2022","1,810.10","1,809.80","1,814.00","1,794.90","0.91K","-0.33%"
"02/02/2022","1,816.10","1,807.40","1,817.20","1,801.80","0.64K","0.49%"
"01/02/2022","1,807.20","1,803.50","1,814.30","1,802.10","2.35K","0.28%"
"31/01/2022","1,802.20","1,794.50","1,806.00","1,792.40","1.68K","0.56%"
"28/01/2022","1,792.20","1,804.00","1,804.90","1,787.80","3.27K","-0.46%"
"27/01/2022","1,800.40","1,826.50","1,826.50","1,798.20","4.61K","-1.99%"
"26/01/2022","1,836.90","1,855.20","1,855.60","1,822.20","3.43K","-1.23%"
"25/01/2022","1,859.80","1,851.00","1,859.90","1,844.00","0.82K","0.58%"
"24/01/2022","1,849.00","1,846.00","1,851.60","1,837.60","0.60K","0.55%"
"21/01/2022","1,838.80","1,848.10","1,849.50","1,838.30","0.68K","-0.58%"
"20/01/2022","1,849.50","1,846.60","1,855.10","1,844.20","1.48K","-0.03%"
"19/01/2022","1,850.10","1,821.50","1,850.40","1,819.70","0.86K","1.68%"
"18/01/2022","1,819.50","1,825.00","1,828.00","1,812.30","4.88K","0.02%"
"17/01/2022","1,819.05","1,815.85","1,822.90","1,812.25","-","0.18%"
"16/01/2022","1,815.75","1,816.40","1,818.10","1,815.15","-","-0.39%"
"14/01/2022","1,822.90","1,826.00","1,834.80","1,821.80","1.22K","-0.26%"
"13/01/2022","1,827.70","1,831.60","1,834.50","1,819.10","3.20K","-0.33%"
"12/01/2022","1,833.70","1,827.10","1,834.00","1,820.80","3.28K","0.50%"
"11/01/2022","1,824.60","1,811.00","1,829.00","1,809.10","4.84K","1.08%"
"10/01/2022","1,805.10","1,798.80","1,806.90","1,795.80","2.73K","0.08%"
"07/01/2022","1,803.70","1,796.90","1,804.10","1,789.20","4.05K","0.46%"
"06/01/2022","1,795.40","1,815.00","1,815.00","1,792.00","2.99K","-1.97%"
"05/01/2022","1,831.50","1,822.20","1,835.00","1,816.70","6.83K","0.55%"
"04/01/2022","1,821.40","1,813.40","1,822.50","1,807.50","1.82K","0.80%"
"03/01/2022","1,807.00","1,834.90","1,834.90","1,806.00","0.66K","-1.57%"
"31/12/2021","1,835.90","1,825.00","1,837.90","1,822.90","1.12K","0.80%"
"30/12/2021","1,821.40","1,812.60","1,822.30","1,804.50","0.56K","0.46%"
"29/12/2021","1,813.00","1,814.40","1,814.40","1,797.50","0.26K","-0.28%"
"28/12/2021","1,818.00","1,819.70","1,825.70","1,813.80","0.15K","0.12%"
"27/12/2021","1,815.80","1,812.30","1,821.50","1,812.30","0.14K","0.31%"
"24/12/2021","1,810.10","1,810.10","1,810.10","1,810.10","-","-0.47%"
"23/12/2021","1,818.60","1,811.60","1,818.70","1,811.60","0.72K","0.51%"
"22/12/2021","1,809.30","1,794.50","1,810.00","1,794.50","0.65K","0.75%"
"21/12/2021","1,795.90","1,799.60","1,808.40","1,792.80","0.46K","-0.32%"
"20/12/2021","1,801.60","1,809.50","1,810.00","1,796.00","0.25K","-0.57%"
"17/12/2021","1,811.90","1,810.00","1,820.60","1,810.00","0.33K","0.36%"
"16/12/2021","1,805.40","1,795.00","1,806.80","1,790.20","0.17K","1.91%"
"15/12/2021","1,771.50","1,775.40","1,785.20","1,764.10","0.54K","-0.44%"
"14/12/2021","1,779.30","1,789.90","1,791.60","1,774.30","0.53K","-0.89%"
"13/12/2021","1,795.30","1,795.80","1,799.00","1,790.80","3.56K","0.22%"
"10/12/2021","1,791.30","1,782.40","1,797.20","1,777.60","1.57K","0.46%"
"09/12/2021","1,783.10","1,782.00","1,787.90","1,781.00","1.62K","-0.48%"
"08/12/2021","1,791.70","1,795.20","1,797.60","1,788.00","1.45K","0.06%"
"07/12/2021","1,790.70","1,785.40","1,793.60","1,785.40","1.27K","0.30%"
"06/12/2021","1,785.30","1,792.60","1,792.60","1,783.90","0.58K","-0.23%"
"03/12/2021","1,789.50","1,778.50","1,793.20","1,776.50","0.67K","1.19%"
"02/12/2021","1,768.40","1,781.80","1,787.40","1,768.00","0.54K","-1.21%"
"01/12/2021","1,790.00","1,784.20","1,800.50","1,783.80","0.40K","0.45%"
"30/11/2021","1,781.90","1,794.20","1,812.80","1,778.00","0.31K","-0.49%"
"29/11/2021","1,790.60","1,800.00","1,803.00","1,787.60","0.45K","-0.14%"
"26/11/2021","1,793.20","1,800.80","1,811.50","1,791.40","0.40K","0.04%"
"25/11/2021","1,792.40","1,789.80","1,795.30","1,787.75","-","0.01%"
"24/11/2021","1,792.30","1,799.90","1,803.90","1,791.30","0.04K","0.03%"
"23/11/2021","1,791.70","1,816.30","1,816.30","1,795.00","0.29K","-1.25%"
"22/11/2021","1,814.40","1,850.90","1,852.10","1,811.60","0.40K","-2.41%"
"19/11/2021","1,859.20","1,867.30","1,869.90","1,854.90","0.34K","-0.50%"
"18/11/2021","1,868.60","1,873.60","1,874.10","1,864.90","0.64K","-0.47%"
"17/11/2021","1,877.40","1,864.10","1,877.50","1,864.10","0.37K","0.86%"
"16/11/2021","1,861.30","1,877.10","1,882.50","1,859.00","0.22K","-0.67%"
"15/11/2021","1,873.90","1,876.00","1,876.30","1,868.00","0.13K","-0.08%"
"12/11/2021","1,875.40","1,870.70","1,875.60","1,855.10","0.58K","0.25%"
"11/11/2021","1,870.80","1,860.20","1,873.90","1,859.60","1.39K","0.84%"
"10/11/2021","1,855.20","1,834.70","1,875.50","1,834.50","0.98K","0.95%"
"09/11/2021","1,837.70","1,834.60","1,840.50","1,830.10","1.24K","0.15%"
"08/11/2021","1,835.00","1,824.50","1,835.00","1,823.20","1.22K","0.63%"
"05/11/2021","1,823.60","1,798.90","1,826.00","1,794.00","1.14K","1.31%"
"04/11/2021","1,800.10","1,782.00","1,800.20","1,781.00","0.46K","1.68%"
"03/11/2021","1,770.30","1,792.40","1,792.40","1,768.70","0.41K","-1.44%"
"02/11/2021","1,796.10","1,803.00","1,803.00","1,795.20","0.10K","-0.36%"
"01/11/2021","1,802.50","1,790.30","1,802.00","1,790.30","0.18K","0.66%"
"29/10/2021","1,790.70","1,801.80","1,801.80","1,780.00","0.51K","-1.04%"
"28/10/2021","1,809.60","1,815.50","1,819.30","1,814.00","0.05K","0.20%"
"27/10/2021","1,805.90","1,799.80","1,806.00","1,795.50","0.41K","0.31%"
"26/10/2021","1,800.40","1,813.30","1,813.30","1,793.80","0.17K","-0.73%"
"25/10/2021","1,813.70","1,808.70","1,809.00","1,808.70","0.69K","0.57%"
"22/10/2021","1,803.40","1,796.80","1,820.00","1,794.00","0.23K","0.82%"
"21/10/2021","1,788.80","1,785.50","1,789.90","1,785.50","0.03K","-0.16%"
"20/10/2021","1,791.60","1,790.20","1,791.00","1,785.20","0.01K","0.79%"
"19/10/2021","1,777.60","1,782.00","1,791.20","1,775.10","0.05K","0.28%"
"18/10/2021","1,772.70","1,775.20","1,775.60","1,772.20","0.18K","-0.14%"
"15/10/2021","1,775.10","1,789.30","1,789.30","1,775.30","0.03K","-1.65%"
"14/10/2021","1,804.80","1,805.60","1,806.80","1,805.60","0.04K","0.16%"
"13/10/2021","1,802.00","1,783.70","1,801.70","1,783.70","0.29K","2.04%"
"12/10/2021","1,766.00","1,765.60","1,776.00","1,763.90","0.08K","0.20%"
"11/10/2021","1,762.50","1,763.10","1,763.10","1,758.00","0.16K","-0.09%"
"08/10/2021","1,764.10","1,781.50","1,787.50","1,763.50","0.47K","-0.09%"
"07/10/2021","1,765.70","1,760.80","1,760.80","1,758.30","0.04K","-0.11%"
"06/10/2021","1,767.60","1,758.00","1,770.00","1,758.00","0.05K","0.04%"
"05/10/2021","1,766.90","1,760.00","1,769.00","1,758.50","0.34K","-0.36%"
"04/10/2021","1,773.20","1,770.50","1,776.40","1,759.70","0.04K","0.52%"
"01/10/2021","1,764.10","1,762.40","1,768.30","1,762.40","0.18K","0.10%"
"30/09/2021","1,762.30","1,735.50","1,768.50","1,733.40","0.13K","1.91%"
"29/09/2021","1,729.20","1,740.70","1,747.70","1,729.80","0.03K","-0.85%"
"28/09/2021","1,744.00","1,757.70","1,757.70","1,739.90","0.02K","-0.82%"
"27/09/2021","1,758.40","1,759.20","1,763.70","1,755.80","0.01K","0.01%"
"24/09/2021","1,758.30","1,760.20","1,760.20","1,753.80","0.01K","0.11%"
"23/09/2021","1,756.30","1,770.30","1,770.30","1,752.00","0.08K","-1.65%"
"22/09/2021","1,785.70","1,780.60","1,793.60","1,780.60","0.08K","0.05%"
"21/09/2021","1,784.80","1,780.20","1,782.30","1,779.00","1.06K","0.82%"
"20/09/2021","1,770.30","1,762.50","1,769.90","1,762.50","0.01K","0.72%"
"17/09/2021","1,757.60","1,760.60","1,760.60","1,760.60","0.16K","-0.32%"
"16/09/2021","1,763.30","1,800.50","1,803.50","1,756.00","0.19K","-2.12%"
"15/09/2021","1,801.50","1,803.50","1,805.50","1,799.00","0.10K","-0.68%"
"14/09/2021","1,813.90","1,799.50","1,808.80","1,799.30","0.02K","0.69%"
"13/09/2021","1,801.40","1,796.80","1,806.00","1,796.80","0.03K","0.14%"
"10/09/2021","1,798.90","1,806.00","1,808.50","1,798.00","0.01K","-0.44%"
"09/09/2021","1,806.80","1,807.40","1,807.40","1,799.50","0.01K","0.37%"
"08/09/2021","1,800.20","1,806.00","1,808.60","1,799.00","0.04K","-0.27%"
"07/09/2021","1,805.10","1,820.90","1,820.90","1,805.20","0.33K","-1.13%"
"06/09/2021","1,825.65","1,829.95","1,830.65","1,823.65","-","-0.24%"
"05/09/2021","1,830.05","1,832.20","1,832.50","1,829.65","-","-0.55%"
"03/09/2021","1,840.10","1,821.50","1,824.10","1,820.70","0.02K","1.22%"
"02/09/2021","1,818.00","1,814.20","1,817.10","1,804.60","0.00K","-0.26%"
"01/09/2021","1,822.70","1,826.00","1,826.00","1,826.00","0.11K","-0.13%"
"31/08/2021","1,825.10","1,810.00","1,819.50","1,801.30","5.15K","0.32%"
"30/08/2021","1,819.20","1,819.00","1,823.60","1,807.80","0.04K","-0.40%"
"27/08/2021","1,826.50","1,819.30","1,819.30","1,819.30","0.00K","1.35%"
"26/08/2021","1,802.20","1,790.00","1,790.00","1,790.00","0.04K","0.24%"
"25/08/2021","1,797.80","1,802.10","1,802.10","1,782.50","0.02K","-0.96%"
"24/08/2021","1,815.20","1,813.50","1,815.60","1,810.00","0.40K","0.10%"
"23/08/2021","1,813.40","1,813.80","1,813.80","1,813.80","0.02K","1.25%"
"20/08/2021","1,791.00","1,788.00","1,794.90","1,787.90","0.31K","0.03%"
"19/08/2021","1,790.40","1,792.50","1,796.20","1,792.50","0.07K","-0.08%"
"18/08/2021","1,791.90","1,785.70","1,793.00","1,776.50","0.01K","-0.18%"
"17/08/2021","1,795.20","1,795.30","1,804.60","1,794.30","0.24K","-0.14%"
"16/08/2021","1,797.80","1,794.90","1,794.90","1,794.50","0.01K","0.66%"
"13/08/2021","1,786.10","1,777.50","1,786.30","1,777.50","0.02K","1.50%"
"12/08/2021","1,759.70","1,757.20","1,757.20","1,757.20","0.00K","-0.09%"
"11/08/2021","1,761.20","1,727.40","1,754.00","1,723.10","0.95K","1.26%"
"10/08/2021","1,739.30","1,739.10","1,739.10","1,739.10","0.24K","0.28%"
"09/08/2021","1,734.40","1,710.20","1,751.20","1,710.20","0.32K","-2.06%"
"06/08/2021","1,770.80","1,805.00","1,805.00","1,773.90","0.01K","-2.51%"
"05/08/2021","1,816.30","1,811.40","1,814.30","1,796.70","0.07K","-0.29%"
"04/08/2021","1,821.60","1,820.70","1,833.40","1,820.30","0.21K","0.02%"
"03/08/2021","1,821.30","1,813.10","1,814.00","1,806.50","0.13K","-0.43%"
"02/08/2021","1,829.10","1,825.40","1,825.40","1,825.40","0.13K","0.29%"
"30/07/2021","1,823.80","1,840.70","1,840.70","1,830.90","0.21K","-1.01%"
"29/07/2021","1,842.40","1,834.90","1,843.00","1,834.90","0.07K","1.72%"
"28/07/2021","1,811.30","1,814.40","1,814.40","1,808.90","0.05K","0.04%"
"27/07/2021","1,810.50","1,797.10","1,805.40","1,792.80","0.00K","0.02%"
"26/07/2021","1,810.10","1,810.90","1,810.90","1,809.30","0.01K","-0.14%"
"23/07/2021","1,812.70","1,807.70","1,810.70","1,789.10","0.01K","-0.20%"
"22/07/2021","1,816.40","1,817.40","1,817.40","1,817.40","0.00K","0.12%"
"21/07/2021","1,814.30","1,810.60","1,814.40","1,794.30","218.64K","-0.43%"
"20/07/2021","1,822.10","1,821.60","1,821.60","1,821.40","0.00K","0.10%"
"19/07/2021","1,820.20","1,814.60","1,814.60","1,814.60","0.00K","-0.34%"
"16/07/2021","1,826.40","1,824.70","1,827.70","1,824.70","0.00K","-0.77%"
"15/07/2021","1,840.50","1,840.60","1,840.60","1,840.60","0.00K","0.21%"
"14/07/2021","1,836.70","1,808.30","1,831.10","1,804.90","0.00K","0.83%"
"13/07/2021","1,821.60","1,822.40","1,822.40","1,818.60","0.10K","0.24%"
"12/07/2021","1,817.20","1,820.40","1,820.40","1,820.20","0.00K","-0.25%"
"09/07/2021","1,821.80","1,803.20","1,813.00","1,796.60","0.03K","0.59%"
"08/07/2021","1,811.10","1,825.40","1,825.40","1,825.40","0.00K","-0.10%"
"07/07/2021","1,813.00","1,797.00","1,810.20","1,794.10","171.08K","0.44%"
"06/07/2021","1,805.00","1,800.20","1,821.00","1,800.20","0.01K","0.76%"
"05/07/2021","1,791.30","1,786.50","1,794.65","1,784.75","-","0.27%"
"04/07/2021","1,786.40","1,788.00","1,788.00","1,785.80","-","-0.43%"
"02/07/2021","1,794.20","1,794.70","1,798.00","1,794.70","0.00K","0.36%"
"01/07/2021","1,787.70","1,785.20","1,785.20","1,785.20","0.01K","0.29%"
"30/06/2021","1,782.50","1,783.10","1,783.10","1,783.10","0.01K","0.46%"
"29/06/2021","1,774.30","1,778.80","1,779.20","1,750.10","239.91K","-0.96%"
"28/06/2021","1,791.50","1,780.30","1,783.50","1,770.00","0.01K","0.15%"
"25/06/2021","1,788.90","1,792.30","1,792.30","1,792.30","0.00K","0.06%"
"24/06/2021","1,787.90","1,778.00","1,787.20","1,772.50","0.49K","-0.37%"
"23/06/2021","1,794.50","1,795.20","1,795.90","1,795.20","0.01K","0.35%"
"22/06/2021","1,788.30","1,794.20","1,794.20","1,787.10","0.01K","-0.31%"
"21/06/2021","1,793.80","1,763.80","1,785.40","1,763.80","0.00K","0.78%"
"18/06/2021","1,780.00","1,802.80","1,802.80","1,802.80","0.19K","-0.30%"
"17/06/2021","1,785.30","1,818.10","1,818.10","1,785.10","0.00K","-4.63%"
"16/06/2021","1,871.90","1,849.40","1,849.40","1,848.00","0.00K","0.26%"
"15/06/2021","1,867.00","1,866.80","1,868.80","1,852.10","0.36K","-0.50%"
"14/06/2021","1,876.40","1,874.00","1,874.00","1,874.00","0.07K","-0.72%"
"11/06/2021","1,890.10","1,906.10","1,906.10","1,887.00","0.03K","-0.90%"
"10/06/2021","1,907.30","1,890.20","1,901.00","1,871.30","0.98K","0.05%"
"09/06/2021","1,906.40","1,893.00","1,900.40","1,888.00","0.69K","0.05%"
"08/06/2021","1,905.50","1,898.50","1,898.50","1,898.50","0.00K","-0.23%"
"07/06/2021","1,909.80","1,893.30","1,901.40","1,882.50","0.64K","0.35%"
"04/06/2021","1,903.20","1,872.10","1,897.30","1,855.00","0.02K","0.98%"
"03/06/2021","1,884.70","1,895.00","1,895.00","1,895.00","0.01K","-1.90%"
"02/06/2021","1,921.30","1,921.50","1,921.50","1,921.50","0.00K","0.24%"
"01/06/2021","1,916.70","1,905.90","1,917.40","1,893.20","2.09K","0.29%"
"31/05/2021","1,911.15","1,906.80","1,913.40","1,904.85","-","0.23%"
"30/05/2021","1,906.75","1,907.60","1,907.90","1,906.10","-","-0.52%"
"28/05/2021","1,916.80","1,904.50","1,904.50","1,904.50","0.02K","0.32%"
"27/05/2021","1,910.60","1,908.30","1,908.30","1,908.30","0.00K","-0.23%"
"26/05/2021","1,915.00","1,914.40","1,914.40","1,914.40","0.00K","0.18%"
"25/05/2021","1,911.60","1,881.20","1,901.20","1,873.20","0.01K","0.74%"
"24/05/2021","1,897.50","1,883.50","1,887.90","1,875.70","0.00K","0.44%"
"21/05/2021","1,889.20","1,878.10","1,890.30","1,870.30","0.00K","-0.26%"
"20/05/2021","1,894.20","1,891.00","1,891.00","1,886.40","0.01K","0.02%"
"19/05/2021","1,893.90","1,888.00","1,888.00","1,888.00","0.00K","0.71%"
"18/05/2021","1,880.50","1,867.30","1,875.90","1,863.50","229.02K","0.03%"
"17/05/2021","1,880.00","1,845.90","1,869.30","1,841.10","267.71K","1.53%"
"14/05/2021","1,851.60","1,826.40","1,847.10","1,819.00","224.38K","0.78%"
"13/05/2021","1,837.30","1,816.20","1,829.10","1,808.40","249.93K","0.08%"
"12/05/2021","1,835.80","1,829.00","1,829.00","1,829.00","0.00K","-0.72%"
"11/05/2021","1,849.10","1,836.20","1,842.50","1,817.80","311.10K","-0.09%"
"10/05/2021","1,850.70","1,835.40","1,846.30","1,830.50","0.00K","0.35%"
"07/05/2021","1,844.30","1,815.40","1,844.60","1,813.40","367.70K","0.86%"
"06/05/2021","1,828.60","1,825.00","1,825.00","1,825.00","0.00K","1.72%"
"05/05/2021","1,797.60","1,778.40","1,788.10","1,769.30","178.81K","0.46%"
"04/05/2021","1,789.30","1,793.20","1,799.50","1,769.20","246.59K","-0.83%"
"03/05/2021","1,804.30","1,768.10","1,798.90","1,765.60","204.54K","1.35%"
"30/04/2021","1,780.20","1,772.40","1,773.30","1,763.30","167.29K","-0.03%"
"29/04/2021","1,780.70","1,793.40","1,802.10","1,776.60","0.00K","-0.34%"
"28/04/2021","1,786.70","1,775.50","1,780.00","1,762.50","0.76K","-0.27%"
"27/04/2021","1,791.60","1,780.30","1,784.30","1,773.90","0.27K","-0.07%"
"26/04/2021","1,792.80","1,775.00","1,782.50","1,768.20","0.75K","0.14%"
"23/04/2021","1,790.30","1,784.00","1,795.20","1,771.50","0.37K","-0.26%"
"22/04/2021","1,794.90","1,794.50","1,797.20","1,776.80","0.29K","-0.63%"
"21/04/2021","1,806.20","1,777.40","1,797.70","1,776.00","0.00K","0.84%"
"20/04/2021","1,791.20","1,769.50","1,779.20","1,763.00","0.00K","0.44%"
"19/04/2021","1,783.40","1,777.20","1,789.40","1,766.20","0.70K","-0.52%"
"16/04/2021","1,792.80","1,764.20","1,783.50","1,759.70","0.45K","0.74%"
"15/04/2021","1,779.60","1,735.30","1,768.60","1,733.70","0.58K","1.76%"
"14/04/2021","1,748.90","1,745.00","1,749.00","1,731.60","0.63K","-0.63%"
"13/04/2021","1,759.90","1,732.00","1,748.40","1,722.50","0.60K","0.86%"
"12/04/2021","1,744.90","1,742.40","1,743.20","1,726.10","0.33K","-0.68%"
"09/04/2021","1,756.80","1,755.30","1,757.10","1,731.00","0.64K","-0.76%"
"08/04/2021","1,770.20","1,737.50","1,758.30","1,733.60","0.69K","0.98%"
"07/04/2021","1,753.10","1,749.10","1,750.40","1,745.70","0.01K","-0.09%"
"06/04/2021","1,754.60","1,727.30","1,745.00","1,727.30","0.79K","0.80%"
"05/04/2021","1,740.70","1,726.60","1,733.20","1,720.90","0.43K","0.05%"
"01/04/2021","1,739.80","1,707.90","1,730.40","1,705.70","1.32K","0.72%"
"31/03/2021","1,727.30","1,684.10","1,714.90","1,676.80","1.16K","1.74%"
"30/03/2021","1,697.70","1,711.90","1,712.80","1,677.80","1.90K","-1.65%"
"29/03/2021","1,726.20","1,731.50","1,732.60","1,703.30","135.46K","-1.13%"
"26/03/2021","1,746.00","1,738.80","1,738.80","1,738.80","0.00K","0.41%"
"25/03/2021","1,738.90","1,733.20","1,744.80","1,720.30","226.21K","-0.46%"
"24/03/2021","1,747.00","1,725.90","1,737.70","1,722.30","186.52K","0.44%"
"23/03/2021","1,739.30","1,738.50","1,742.00","1,722.70","226.20K","-0.74%"
"22/03/2021","1,752.20","1,745.60","1,747.00","1,726.40","196.31K","-0.18%"
"19/03/2021","1,755.40","1,733.70","1,746.10","1,727.10","213.28K","0.53%"
"18/03/2021","1,746.20","1,744.00","1,754.20","1,716.60","251.76K","0.34%"
"17/03/2021","1,740.30","1,730.00","1,750.60","1,722.00","220.55K","-0.24%"
"16/03/2021","1,744.50","1,730.70","1,740.50","1,724.40","173.89K","0.09%"
"15/03/2021","1,742.90","1,726.50","1,733.20","1,719.20","163.05K","0.56%"
"12/03/2021","1,733.20","1,720.50","1,728.00","1,696.60","232.21K","-0.24%"
