,Exchange Rate,Oil price,Gold price,VN Index,S&P500
2019-11-01,23199.0,51.59,1289.5,902.71,2596.26
2019-11-02,23212.5,52.41,1309.2,926.1,2709.8
2019-11-03,23198.5,56.79,1291.1,984.6,2783.3
2019-11-04,23196.5,63.58,1290.5,985.95,2888.32
2019-11-05,23268.25,58.425003,1309.4,974.01,2887.02
2019-11-06,23340.0,53.27,1328.3,962.07,2885.72
2019-11-07,23202.5,60.2,1406.7,978.63,2999.91
2019-11-08,23201.25,57.975,1451.6499,973.97,3000.42
2019-11-09,23200.0,55.75,1496.6,969.31,3000.93
2019-11-10,23205.0,54.7,1484.7,991.84,2970.27
2019-11-11,23202.0,56.86,1457.1,1016.75,3087.01
2019-11-12,23176.5,58.76,1472.7,961.78,3141.63
2019-11-13,23201.5,57.12,1463.3,1012.77,3094.04
2019-11-14,23201.0,56.77,1473.4,1012.3,3096.63
2019-11-15,23205.0,57.72,1468.5,1010.03,3120.46
2019-11-16,23205.334,57.496666,1469.6333,1007.6567,3120.9834
2019-11-17,23205.666,57.273335,1470.7667,1005.2833,3121.5066
2019-11-18,23206.0,57.05,1471.9,1002.91,3122.03
2019-11-19,23201.5,55.21,1474.3,1008.35,3120.18
2019-11-20,23199.5,57.11,1474.2,1000.56,3108.46
2019-11-21,23195.0,58.58,1463.6,987.89,3103.54
2019-11-22,23196.0,57.77,1463.6,977.78,3110.29
2019-11-23,23197.166,57.85,1461.3667,977.30334,3118.0732
2019-11-24,23198.334,57.93,1459.1333,976.82666,3125.8567
2019-11-25,23199.5,58.01,1456.9,976.35,3133.64
2019-11-26,23190.5,58.41,1460.3,976.79,3140.52
2019-11-27,23202.5,58.11,1457.9,978.17,3153.63
2019-11-28,23201.5,58.08,1462.25,970.39,3147.305
2019-11-29,23180.0,55.17,1470.0,970.75,3140.98
2019-11-30,23189.666,54.48,1417.1,959.68,3008.8967
2019-12-01,23199.334,53.789997,1364.2001,948.61,2876.8132
2019-12-02,23209.0,53.1,1311.3,937.54,2744.73
2019-12-03,23198.5,56.87,1298.1,1001.32,2791.52
2019-12-04,23199.5,63.89,1292.2,982.9,2907.41
2019-12-05,23259.75,57.515,1313.05,968.53503,2893.625
2019-12-06,23320.0,51.14,1333.9,954.17,2879.84
2019-12-07,23205.0,60.21,1412.2,975.4,3013.77
2019-12-08,23198.5,54.93,1507.7,975.31,2883.75
2019-12-09,23207.5,55.09,1500.8,976.07,3009.57
2019-12-10,23203.5,55.945,1477.25,997.2,3050.705
2019-12-11,23199.5,56.8,1453.7,1018.33,3091.84
2019-12-12,23170.0,59.18,1469.8,968.17,3168.57
2019-12-13,23174.0,60.07,1478.6,966.18,3168.8
2019-12-14,23175.166,60.116665,1478.3667,964.61,3176.35
2019-12-15,23176.334,60.163334,1478.1333,963.04,3183.9
2019-12-16,23177.5,60.21,1477.9,961.47,3191.45
2019-12-17,23177.0,60.94,1477.0,954.03,3192.52
2019-12-18,23174.0,60.93,1474.7,951.13,3191.14
2019-12-19,23170.0,61.22,1480.2,952.26,3205.37
2019-12-20,23176.0,60.44,1477.0,956.41,3221.22
2019-12-21,23175.5,60.466667,1479.4333,957.4166,3222.15
2019-12-22,23175.0,60.493332,1481.8667,958.42334,3223.08
2019-12-23,23174.5,60.52,1484.3,959.43,3224.01
2019-12-24,23177.5,61.11,1500.6,958.88,3223.38
2019-12-25,23174.0,61.19,1504.05,960.92,3231.645
2019-12-26,23175.0,61.68,1510.7,958.59,3239.91
2019-12-27,23172.0,61.72,1514.3,963.51,3240.02
2019-12-28,23172.166,61.70667,1515.7334,964.01666,3233.7766
2019-12-29,23172.334,61.693333,1517.1666,964.5234,3227.5334
2019-12-30,23172.5,61.68,1518.6,965.03,3221.29
2019-12-31,23172.5,61.06,1523.1,960.99,3230.78
2020-01-01,23172.5,61.33,1520.95,890.8,3040.71
2020-01-02,23313.334,47.65667,1542.0,820.61,2850.6401
2020-01-03,23454.166,33.983334,1563.0499,750.42,2660.57
2020-01-04,23595.0,20.31,1584.1,680.23,2470.5
2020-01-05,23430.0,19.78,1700.9,779.44995,2830.71
2020-01-06,23265.0,35.44,1743.3,878.67,3055.73
2020-01-07,23204.0,39.82,1779.9,843.49,3115.86
2020-01-08,23189.0,41.29,1875.3501,867.61,3321.255
2020-01-09,23174.0,42.76,1970.8,891.73,3526.65
2020-01-10,23188.0,38.72,1952.2,914.09,3380.8
2020-01-11,23158.5,41.635002,1898.3999,961.48,3521.625
2020-01-12,23129.0,44.55,1844.6,1008.87,3662.45
2020-01-13,23174.0,58.08,1550.6,965.84,3288.13
2020-01-14,23176.0,58.23,1544.6,967.0,3283.15
2020-01-15,23175.0,57.81,1554.0,967.56,3289.29
2020-01-16,23172.0,58.52,1550.5,974.31,3316.81
2020-01-17,23174.0,58.54,1560.3,978.96,3329.62
2020-01-18,23172.666,58.905,1558.675,978.85004,3327.4126
2020-01-19,23171.334,59.27,1557.05,978.74,3325.205
2020-01-20,23170.0,58.73,1561.25,978.63,3322.9976
2020-01-21,23171.0,58.34,1557.9,986.37,3320.79
2020-01-22,23170.5,56.74,1556.7,991.46,3321.75
2020-01-23,23170.5,55.59,1565.4,987.47504,3325.54
2020-01-24,23170.5,54.19,1571.9,983.49,3295.47
2020-01-25,23170.5,53.84,1573.7334,979.505,3278.19
2020-01-26,23170.5,53.489998,1575.5667,975.52,3260.91
2020-01-27,23170.5,53.14,1577.4,971.53503,3243.63
2020-01-28,23170.5,53.48,1569.8,967.55005,3276.24
2020-01-29,23170.5,53.33,1570.4,963.565,3273.4
2020-01-30,23183.0,52.14,1586.5,959.58,3283.66
2020-01-31,23223.0,51.56,1584.9,936.62,3225.52
2020-02-01,23169.0,61.18,1528.1,966.67,3257.85
2020-02-02,23205.0,53.965,1561.45,925.55,3174.04
2020-02-03,23241.0,46.75,1594.8,884.43,3090.23
2020-02-04,23246.166,25.32,1630.7,881.22,2526.9
2020-02-05,23251.334,31.065,1679.8,878.01,2803.8599
2020-02-06,23256.5,36.81,1728.9,874.8,3080.82
2020-02-07,23203.0,40.65,1790.0,842.38,3130.01
2020-02-08,23199.0,41.08,1863.45,864.89,3355.425
2020-02-09,23195.0,41.51,1936.9,887.39996,3580.84
2020-02-10,23191.0,37.05,1943.4,909.91,3348.44
2020-02-11,23177.0,36.81,1931.1,933.68,3310.24
2020-02-12,23129.0,45.28,1854.6,1014.32,3669.01
2020-02-13,23240.0,51.42,1576.3,938.24,3373.94
2020-02-14,23246.0,52.05,1583.8,937.45,3380.16
2020-02-15,23240.5,52.205,1585.025,936.5567,3377.6924
2020-02-16,23235.0,52.36,1586.25,935.6633,3375.225
2020-02-17,23229.5,52.2,1587.05,934.77,3372.7576
2020-02-18,23243.5,52.05,1601.0,927.93,3370.29
2020-02-19,23228.0,53.29,1608.8,928.76,3386.15
2020-02-20,23237.5,53.78,1617.4,938.13,3373.23
2020-02-21,23243.5,53.38,1645.1,933.09,3337.75
2020-02-22,23245.166,52.73,1654.5667,923.17334,3300.4634
2020-02-23,23246.834,52.08,1664.0333,913.2567,3263.1765
2020-02-24,23248.5,51.43,1673.5,903.34,3225.89
2020-02-25,23271.0,49.9,1647.0,909.67,3128.21
2020-02-26,23241.0,48.73,1640.4,895.97,3116.39
2020-02-27,23241.5,47.09,1642.5,898.44,2978.76
2020-02-28,23241.0,44.76,1566.7,882.19,2954.22
2020-02-29,23206.5,53.905,1559.55,923.66504,3094.5352
2020-03-01,23172.0,63.05,1552.4,965.14,3234.85
2020-03-02,23260.0,50.11,1579.5,928.14,3248.92
2020-03-03,23219.0,47.18,1644.4,890.61,3003.37
2020-03-04,23565.0,28.34,1637.6,701.8,2488.65
2020-03-05,23413.5,32.815002,1669.3,791.485,2805.76
2020-03-06,23262.0,37.29,1701.0,881.17,3122.87
2020-03-07,23201.0,40.28,1787.6,847.61,3208.7402
2020-03-08,23177.5,41.01,1969.5,814.65,3294.61
2020-03-09,23174.0,41.37,1930.2,903.97,3455.06
2020-03-10,23175.0,39.515,1939.3999,919.68994,3412.1099
2020-03-11,23176.0,37.66,1948.6,935.41,3369.16
2020-03-12,23125.0,45.64,1865.1,1019.8,3666.72
2020-03-13,23211.0,31.73,1516.7,761.78,2711.02
2020-03-14,23216.0,30.72,1506.6333,757.14,2602.7234
2020-03-15,23221.0,29.710001,1496.5667,752.5,2494.4265
2020-03-16,23226.0,28.7,1486.5,747.86,2386.13
2020-03-17,23239.0,26.95,1525.8,745.78,2529.19
2020-03-18,23283.0,20.37,1477.9,747.66,2398.1
2020-03-19,23402.0,25.22,1479.3,725.94,2409.39
2020-03-20,23460.0,22.43,1484.6,709.73,2304.92
2020-03-21,23488.334,22.74,1512.2666,695.35,2282.4133
2020-03-22,23516.666,23.050001,1539.9333,680.97003,2259.9065
2020-03-23,23545.0,23.36,1567.6,666.59,2237.4
2020-03-24,23587.5,24.01,1660.8,659.21,2447.33
2020-03-25,23605.0,24.49,1633.4,690.25,2475.56
2020-03-26,23635.0,22.6,1651.2,694.21,2630.07
2020-03-27,23622.5,21.51,1625.0,696.06,2541.47
2020-03-28,23629.166,21.036667,1629.0333,684.79333,2569.8633
2020-03-29,23635.834,20.563334,1633.0667,673.5267,2598.2566
2020-03-30,23642.5,20.09,1637.1,662.26,2626.65
2020-03-31,23617.0,20.48,1589.3,662.53,2584.59
2020-04-01,23428.5,35.045,1571.0,795.81006,2941.09
2020-04-02,23240.0,49.61,1552.7,929.09,3297.59
2020-04-03,23207.0,46.78,1643.0,889.37,3130.12
2020-04-04,23326.5,33.585,1678.15,825.92,2986.4302
2020-04-05,23446.0,20.39,1713.3,762.47,2842.74
2020-04-06,23265.5,37.41,1721.8,883.9,3112.35
2020-04-07,23221.0,39.555,1863.0,855.735,3209.4302
2020-04-08,23176.5,41.7,2004.2,827.57,3306.51
2020-04-09,23178.0,39.77,1926.2,901.54,3426.96
2020-04-10,23177.0,39.46,1930.6499,920.65,3435.2
2020-04-11,23176.0,39.15,1935.1,939.76,3443.44
2020-04-12,23130.0,46.26,1865.6,1021.49,3699.12
2020-04-13,23433.0,22.41,1749.8,765.79,2761.63
2020-04-14,23474.0,20.11,1759.1,767.41,2846.06
2020-04-15,23442.5,19.87,1729.6,777.22,2783.36
2020-04-16,23450.0,19.87,1722.7,780.7,2799.55
2020-04-17,23425.0,18.27,1690.8,789.6,2874.56
2020-04-18,23433.666,-0.36333337,1695.0,791.38995,2857.4268
2020-04-19,23442.334,-18.996668,1699.2001,793.18,2840.2932
2020-04-20,23451.0,-37.63,1703.4,794.97,2823.16
2020-04-21,23461.0,10.01,1678.3,766.84,2736.56
2020-04-22,23480.0,13.78,1727.4,768.92,2799.31
2020-04-23,23486.0,16.5,1733.4,773.91,2797.8
2020-04-24,23510.0,16.94,1724.2,776.66,2836.74
2020-04-25,23492.166,15.553333,1720.3333,774.69666,2850.6533
2020-04-26,23474.334,14.166667,1716.4667,772.73334,2864.5667
2020-04-27,23456.5,12.78,1712.6,770.77,2878.48
2020-04-28,23445.0,12.34,1710.6,767.21,2863.39
2020-04-29,23429.0,15.06,1713.4,769.11,2939.51
2020-04-30,23359.666,18.84,1694.2,821.37665,2912.43
2020-05-01,23290.334,34.795,1627.1499,873.6433,3123.56
2020-05-02,23221.0,50.75,1560.1,925.91,3334.69
2020-05-03,23212.5,45.9,1668.0,893.31,3023.94
2020-05-04,23317.25,35.23,1689.3,828.735,2946.19
2020-05-05,23422.0,24.56,1710.6,764.16,2868.44
2020-05-06,23260.0,39.55,1678.5,886.22,3193.93
2020-05-07,23217.5,40.87,1855.7,862.01,3260.85
2020-05-08,23175.0,42.19,2032.9,837.8,3327.77
2020-05-09,23189.0,40.705,1994.45,876.24,3368.2
2020-05-10,23203.0,39.22,1956.0,914.68,3408.63
2020-05-11,23175.0,38.79,1986.4,937.75,3510.45
2020-05-12,23261.25,32.04,1851.4,885.98,3165.225
2020-05-13,23347.5,25.29,1716.4,834.21,2820.0
2020-05-14,23375.0,27.56,1740.9,832.4,2852.5
2020-05-15,23357.5,29.43,1756.3,827.03,2863.7
2020-05-16,23351.5,30.226667,1749.0,830.3567,2893.77
2020-05-17,23345.5,31.023333,1741.7001,833.68335,2923.8398
2020-05-18,23339.5,31.82,1734.4,837.01,2953.91
2020-05-19,23300.0,32.5,1745.6,845.92,2922.94
2020-05-20,23272.5,33.49,1752.1,852.91,2971.61
2020-05-21,23277.5,33.92,1721.9,862.73,2948.51
2020-05-22,23269.5,33.25,1735.5,852.74,2955.45
2020-05-23,23284.0,33.075,1733.075,854.83997,2964.53
2020-05-24,23298.5,32.9,1730.65,856.94,2973.6099
2020-05-25,23313.0,33.92,1727.0,859.04,2982.69
2020-05-26,23337.0,34.35,1705.6,869.13,2991.77
2020-05-27,23326.5,32.81,1710.7,857.48,3036.13
2020-05-28,23310.0,33.71,1719.8,861.39,3029.73
2020-05-29,23281.5,35.49,1742.9,864.47,3044.31
2020-05-30,23246.666,44.75,1684.8667,894.91,3111.6333
2020-05-31,23211.834,54.010002,1626.8334,925.35,3178.9568
2020-06-01,23177.0,63.27,1568.8,955.79,3246.28
2020-06-02,23222.0,50.95,1567.2,938.54,3345.78
2020-06-03,23207.5,41.28,1672.4,891.44,2972.37
2020-06-04,23450.0,26.08,1684.0,736.75,2663.68
2020-06-05,23424.5,23.99,1688.5,782.59,2848.42
2020-06-06,23313.5,32.31,1741.0,821.875,3014.0698
2020-06-07,23202.5,40.63,1793.5,861.16,3179.72
2020-06-08,23174.0,41.95,2054.6,840.04,3349.16
2020-06-09,23189.5,38.75,1940.65,877.855,3355.055
2020-06-10,23205.0,40.67,1945.3,915.67,3360.95
2020-06-11,23176.0,37.14,1992.2,938.29,3509.44
2020-06-12,23187.625,37.135,1924.6,911.83496,3398.7275
2020-06-13,23199.25,37.129997,1857.0,885.38,3288.0151
2020-06-14,23210.875,37.125,1789.4,858.925,3177.3025
2020-06-15,23222.5,37.12,1721.8,832.47,3066.59
2020-06-16,23215.0,38.38,1731.5,856.13,3124.74
2020-06-17,23197.5,37.96,1730.3,854.44,3113.49
2020-06-18,23213.0,38.84,1726.0,855.27,3115.34
2020-06-19,23220.0,39.75,1747.1,868.56,3097.74
2020-06-20,23217.5,39.986668,1750.8667,869.4667,3104.4468
2020-06-21,23215.0,40.22333,1754.6333,870.37335,3111.1533
2020-06-22,23212.5,40.46,1758.4,871.28,3117.86
2020-06-23,23214.0,40.37,1774.1,868.2,3131.29
2020-06-24,23205.0,38.01,1768.1,859.71,3050.33
2020-06-25,23209.0,38.72,1763.1,854.59,3083.76
2020-06-26,23211.0,38.49,1773.3,851.98,3009.05
2020-06-27,23207.5,38.893333,1775.9333,844.44,3023.78
2020-06-28,23204.0,39.29667,1778.5667,836.89996,3038.51
2020-06-29,23200.5,39.7,1781.2,829.36,3053.24
2020-06-30,23205.5,39.27,1800.5,825.11,3100.29
2020-07-01,23176.0,62.7,1574.3,958.88,3237.18
2020-07-02,23232.5,50.32,1570.6,940.75,3327.71
2020-07-03,23343.75,36.975,1621.6,843.72,2993.56
2020-07-04,23455.0,23.63,1672.6,746.69,2659.41
2020-07-05,23427.5,23.55,1725.8,796.54,2881.19
2020-07-06,23313.75,32.085,1767.8501,829.98,3013.255
2020-07-07,23200.0,40.62,1809.9,863.42,3145.32
2020-07-08,23173.0,41.22,2014.3,841.46,3351.28
2020-07-09,23174.0,39.2,1937.1,888.25,3385.365
2020-07-10,23205.0,39.95,1928.5,919.72,3419.45
2020-07-11,23166.0,42.855,1909.9,974.85,3555.705
2020-07-12,23127.0,45.76,1891.3,1029.98,3691.96
2020-07-13,23180.0,40.1,1814.1,868.72,3155.22
2020-07-14,23182.0,40.29,1813.4,868.11,3197.52
2020-07-15,23184.0,41.2,1813.8,869.91,3226.56
2020-07-16,23185.0,40.75,1800.3,876.83,3215.57
2020-07-17,23192.0,40.59,1810.0,872.02,3224.73
2020-07-18,23191.0,40.663334,1812.4667,868.48004,3233.7666
2020-07-19,23190.0,40.736668,1814.9333,864.94,3242.8035
2020-07-20,23189.0,40.81,1817.4,861.4,3251.84
2020-07-21,23181.5,41.96,1843.9,861.69,3257.3
2020-07-22,23185.0,41.9,1865.1,855.08,3276.02
2020-07-23,23181.0,41.07,1890.0,856.75,3235.66
2020-07-24,23180.0,41.29,1897.5,829.16,3215.63
2020-07-25,23180.5,41.393333,1908.6666,814.49664,3223.5566
2020-07-26,23181.0,41.496666,1919.8334,799.8333,3231.4832
2020-07-27,23181.5,41.6,1931.0,785.17,3239.41
2020-07-28,23180.0,41.04,1944.6,813.36,3218.44
2020-07-29,23180.0,41.27,1953.4,790.84,3258.44
2020-07-30,23177.5,39.92,1949.5,801.13,3246.22
2020-07-31,23180.0,40.27,1968.0,798.39,3271.12
2020-08-01,23176.0,59.61,1560.2,948.98,3253.05
2020-08-02,23305.666,48.103333,1598.1666,881.99335,3085.36
2020-08-03,23435.334,36.59667,1636.1333,815.00665,2917.67
2020-08-04,23565.0,25.09,1674.1,748.02,2749.98
2020-08-05,23378.5,24.74,1713.9,813.73,2929.8
2020-08-06,23257.5,38.19,1699.9,899.92,3232.39
2020-08-07,23189.0,40.9,1820.6,864.5,3169.94
2020-08-08,23182.5,38.83,1877.85,877.32,3250.8901
2020-08-09,23176.0,36.76,1935.1,890.14,3331.84
2020-08-10,23191.0,41.19,1934.5,918.84,3446.83
2020-08-11,23159.5,43.394997,1917.15,974.05005,3574.54
2020-08-12,23128.0,45.6,1899.8,1029.26,3702.25
2020-08-13,23174.0,42.24,1959.3,855.05,3373.43
2020-08-14,23174.0,42.01,1938.8,850.74,3372.85
2020-08-15,23174.0,42.303333,1954.9,850.54333,3375.8967
2020-08-16,23174.0,42.596664,1971.0,850.3467,3378.9434
2020-08-17,23174.0,42.89,1987.1,850.15,3381.99
2020-08-18,23174.0,42.89,2001.6,846.43,3389.78
2020-08-19,23174.0,42.93,1960.5,851.21,3374.85
2020-08-20,23174.0,42.58,1935.4,848.21,3385.51
2020-08-21,23175.0,42.34,1936.0,854.78,3397.16
2020-08-22,23175.666,42.433334,1933.5333,859.4133,3408.5332
2020-08-23,23176.334,42.526665,1931.0667,864.0467,3419.9067
2020-08-24,23177.0,42.62,1928.6,868.68,3431.28
2020-08-25,23170.0,43.35,1912.5,874.12,3443.62
2020-08-26,23174.0,43.39,1941.7,873.47,3478.73
2020-08-27,23174.0,43.04,1922.3,874.71,3484.55
2020-08-28,23174.0,42.97,1966.8,878.98,3508.01
2020-08-29,23174.0,42.850002,1968.0333,879.87,3505.4434
2020-08-30,23174.0,42.73,1969.2667,880.76,3502.8767
2020-08-31,23174.0,42.61,1970.5,881.65,3500.31
2020-09-01,23174.0,59.56,1554.3,960.15,3274.7
2020-09-02,23173.75,45.345,1615.0,897.82,3010.63
2020-09-03,23173.5,31.13,1675.7,835.49,2746.56
2020-09-04,23489.0,22.76,1739.9,760.33,2789.82
2020-09-05,23348.25,30.849998,1728.45,829.88,2998.5
2020-09-06,23207.5,38.94,1717.0,899.43,3207.18
2020-09-07,23185.5,39.62,1803.8,876.46,3152.05
2020-09-08,23180.25,38.835,1875.3,882.89,3275.505
2020-09-09,23175.0,38.05,1946.8,889.32,3398.96
2020-09-10,23180.0,40.6,1965.0,924.0,3477.13
2020-09-11,23170.0,40.29,1894.0,951.99,3550.5
2020-09-12,23128.0,45.52,1861.7,1039.13,3672.82
2020-09-13,23151.5,41.39,1908.2,966.85,3528.1802
2020-09-14,23175.0,37.26,1954.7,894.57,3383.54
2020-09-15,23175.0,38.28,1958.0,896.26,3401.2
2020-09-16,23178.0,40.16,1962.0,897.47,3385.49
2020-09-17,23170.0,40.97,1941.3,894.04,3357.01
2020-09-18,23170.0,41.11,1953.2,900.95,3319.47
2020-09-19,23172.666,40.510002,1936.1666,903.28,3306.6667
2020-09-20,23175.334,39.91,1919.1333,905.61,3293.8633
2020-09-21,23178.0,39.31,1902.1,907.94,3281.06
2020-09-22,23177.0,39.6,1899.3,906.19,3315.57
2020-09-23,23185.0,39.93,1860.5,912.5,3236.92
2020-09-24,23184.0,40.31,1868.9,908.58,3246.59
2020-09-25,23191.0,40.25,1857.8,908.27,3298.46
2020-09-26,23190.0,40.366665,1862.8,909.68,3316.1733
2020-09-27,23189.0,40.483334,1867.8,911.09,3333.8867
2020-09-28,23188.0,40.6,1872.8,912.5,3351.6
2020-09-29,23190.0,39.29,1939.2,903.98,3335.47
2020-09-30,23181.0,40.22,1931.7,905.21,3363.0
2020-10-01,23177.0,59.04,1560.1,968.54,3265.35
2020-10-02,23261.5,49.57,1576.6,930.73,3352.09
2020-10-03,23175.0,34.36,1660.3,837.5,2882.23
2020-10-04,23437.5,36.106667,1740.6,757.94,2984.8667
2020-10-05,23318.75,37.853333,1728.05,828.97,3087.5032
2020-10-06,23200.0,39.6,1715.5,900.0,3190.14
2020-10-07,23181.0,40.55,1801.9,871.21,3185.04
2020-10-08,23170.0,41.94,2027.3,843.2,3360.47
2020-10-09,23172.5,37.3,1956.0,888.82,3339.19
2020-10-10,23172.75,39.33,1936.25,920.36,3442.3599
2020-10-11,23173.0,41.36,1916.5,951.9,3545.53
2020-10-12,23128.0,46.78,1860.9,1030.91,3668.1
2020-10-13,23177.0,40.2,1933.5,929.86,3511.93
2020-10-14,23175.0,41.04,1947.0,940.18,3488.67
2020-10-15,23170.0,40.96,1947.8,942.76,3483.34
2020-10-16,23175.0,40.88,1945.4,943.3,3483.81
2020-10-17,23175.0,40.863335,1947.0,943.43,3464.8467
2020-10-18,23175.0,40.84667,1948.6,943.56,3445.8833
2020-10-19,23175.0,40.83,1950.2,943.69,3426.92
2020-10-20,23179.0,41.46,1953.5,944.42,3443.12
2020-10-21,23177.0,40.03,1967.5,939.03,3435.56
2020-10-22,23176.0,40.64,1943.1,949.9,3453.49
2020-10-23,23176.0,39.85,1944.1,961.26,3465.39
2020-10-24,23175.666,39.42,1944.7333,957.7733,3443.9165
2020-10-25,23175.334,38.99,1945.3667,954.2867,3422.4434
2020-10-26,23175.0,38.56,1946.0,950.8,3400.97
2020-10-27,23175.0,39.57,1952.0,946.47,3390.68
2020-10-28,23176.0,37.39,1918.9,921.05,3271.03
2020-10-29,23170.0,36.17,1906.9,919.08,3310.11
2020-10-30,23180.0,35.79,1918.3,925.47,3269.96
2020-10-31,23200.834,40.506668,1801.2667,928.5366,3299.2234
2020-11-01,23221.666,45.22333,1684.2333,931.60333,3328.4866
2020-11-02,23242.5,49.94,1567.2,934.67,3357.75
2020-11-03,23173.5,32.98,1642.3,811.35,2741.38
2020-11-04,23249.0,28.56,1670.15,819.83997,2835.85
2020-11-05,23324.5,24.14,1698.0,828.33,2930.32
2020-11-06,23216.5,36.34,1734.7,867.37,3002.1
2020-11-07,23195.25,38.975,1835.2,855.225,3167.895
2020-11-08,23174.0,41.61,1935.7,843.08,3333.69
2020-11-09,23174.0,37.33,1939.5,888.97,3340.97
2020-11-10,23174.5,39.39,1919.85,920.595,3456.815
2020-11-11,23175.0,41.45,1900.2,952.22,3572.66
2020-11-12,23128.0,46.57,1867.1,1045.96,3663.46
2020-11-13,23175.0,40.13,1925.9,966.29,3585.15
2020-11-14,23175.0,40.533333,1925.5333,961.1233,3599.0698
2020-11-15,23175.0,40.93667,1925.1667,955.95667,3612.99
2020-11-16,23175.0,41.34,1924.8,950.79,3626.91
2020-11-17,23163.0,41.43,1920.9,968.9,3609.53
2020-11-18,23160.0,41.82,1907.1,973.53,3567.79
2020-11-19,23176.0,41.74,1895.3,983.26,3581.87
2020-11-20,23176.0,42.15,1906.3,990.0,3557.54
2020-11-21,23176.334,42.453335,1895.1,991.39667,3564.2234
2020-11-22,23176.666,42.756668,1883.9,992.79333,3570.9067
2020-11-23,23177.0,43.06,1872.7,994.19,3577.59
2020-11-24,23151.0,44.91,1839.0,995.76,3635.41
2020-11-25,23160.0,45.71,1837.5,999.94,3629.65
2020-11-26,23164.0,44.98,1807.0,1005.97,3634.0
2020-11-27,23160.0,45.53,1814.8,1010.22,3638.35
2020-11-28,23153.334,45.466667,1812.2667,1007.83997,3632.7766
2020-11-29,23146.666,45.40333,1809.7333,1005.46,3627.2034
2020-11-30,23140.0,45.34,1807.2,1003.08,3621.63
2020-12-01,23197.5,48.254997,1688.0,970.38,3500.54
2020-12-02,23255.0,51.17,1568.8,937.68,3379.45
2020-12-03,23196.5,31.5,1590.3,769.25,2480.64
2020-12-04,23265.75,28.64,1648.55,802.28503,2675.38
2020-12-05,23335.0,25.78,1706.8,835.32,2870.12
2020-12-06,23207.0,36.26,1732.0,863.52,3041.31
2020-12-07,23191.0,39.464996,1834.75,855.22,3210.83
2020-12-08,23175.0,42.67,1937.5,846.92,3380.35
2020-12-09,23176.5,41.05,1952.6,886.375,3457.2852
2020-12-10,23178.0,39.43,1967.7,925.83,3534.22
2020-12-11,23175.0,41.12,1912.8,959.28,3537.01
2020-12-12,23158.666,43.076668,1893.9667,994.2167,3573.8367
2020-12-13,23142.334,45.033333,1875.1334,1029.1533,3610.6633
2020-12-14,23126.0,46.99,1856.3,1064.09,3647.49
2020-12-15,23126.0,47.62,1879.3,1055.27,3694.62
2020-12-16,23126.0,47.82,1882.1,1066.99,3701.17
2020-12-17,23120.0,48.36,1913.1,1051.77,3722.48
2020-12-18,23124.0,49.1,1911.8,1067.46,3709.41
2020-12-19,23122.666,48.646667,1909.8667,1072.0,3704.5798
2020-12-20,23121.334,48.193333,1907.9333,1076.5399,3699.75
2020-12-21,23120.0,47.74,1906.0,1081.08,3694.92
2020-12-22,23127.0,47.02,1894.2,1083.45,3687.26
2020-12-23,23130.0,48.12,1901.1,1078.9,3690.01
2020-12-24,23125.0,48.23,1906.9,1067.52,3703.06
2020-12-25,23130.0,48.0775,1906.3,1084.42,3711.135
2020-12-26,23128.334,47.925,1905.7,1086.7234,3719.21
2020-12-27,23126.666,47.7725,1905.1,1089.0266,3727.2852
2020-12-28,23125.0,47.62,1904.5,1091.33,3735.36
2020-12-29,23120.0,48.0,1907.6,1099.49,3727.04
2020-12-30,23088.0,48.4,1918.9,1097.54,3732.04
2020-12-31,23080.0,48.52,1921.1,1103.87,3756.07
2021-01-01,23080.0,51.035,1901.6,1069.69,3764.965
2021-01-02,23045.0,53.55,1876.0,1035.51,3773.86
2021-01-03,23020.0,60.64,1739.6,1186.17,3901.82
2021-01-04,23065.0,61.45,1739.8,1216.1,4019.87
2021-01-05,23054.5,64.585,1828.25,1276.94,4110.955
2021-01-06,23044.0,67.72,1916.7,1337.78,4202.04
2021-01-07,23010.0,75.23,1787.7,1417.08,4319.94
2021-01-08,22885.0,71.91,1805.2,1375.865,4422.0146
2021-01-09,22760.0,68.59,1822.7,1334.65,4524.09
2021-01-10,22757.0,75.88,1764.1,1334.89,4357.05
2021-01-11,22750.0,84.05,1802.5,1438.97,4613.67
2021-01-12,22710.0,65.57,1790.0,1485.19,4513.04
2021-01-13,23064.0,52.91,1879.8,1186.05,3809.84
2021-01-14,23064.0,53.57,1876.3,1187.4,3795.54
2021-01-15,23065.0,52.36,1853.5,1194.2,3768.25
2021-01-16,23066.334,52.28,1831.625,1193.4467,3775.915
2021-01-17,23067.666,52.2,1809.75,1192.6932,3783.58
2021-01-18,23069.0,52.36,1836.6,1191.94,3791.2449
2021-01-19,23069.0,52.98,1862.0,1131.0,3798.91
2021-01-20,23072.0,53.24,1887.5,1134.68,3851.85
2021-01-21,23060.0,53.13,1886.5,1164.21,3853.07
2021-01-22,23070.0,52.27,1874.6,1166.78,3841.47
2021-01-23,23066.666,52.43667,1874.4,1166.5367,3846.1
2021-01-24,23063.334,52.603333,1874.2,1166.2933,3850.73
2021-01-25,23060.0,52.77,1874.0,1166.05,3855.36
2021-01-26,23069.0,52.61,1870.0,1136.12,3849.62
